id_cliente,nome,data_nascimento,cidade,data_cadastro
971,Cliente_971,1986-06-05,Salvador,2023-02-24
972,Cliente_972,1971-10-27,Belo Horizonte,2020-07-14
973,Cliente_973,1957-03-26,São Paulo,2018-05-10
974,Cliente_974,1986-05-12,Curitiba,2022-04-03
975,Cliente_975,1999-08-02,São Paulo,2023-05-04
976,Cliente_976,1950-11-06,São Paulo,2019-12-03
977,Cliente_977,1994-11-05,Fortaleza,2022-11-13
978,Cliente_978,1979-09-21,Brasília,2024-05-06
979,Cliente_979,1958-07-22,São Paulo,2023-12-04
980,Cliente_980,1970-08-12,Brasília,2020-05-15
981,Cliente_981,2000-11-06,Belo Horizonte,2023-05-02
982,Cliente_982,1954-03-06,Fortaleza,2018-11-01
983,Cliente_983,1975-02-26,Salvador,2024-02-03
984,Cliente_984,1952-12-14,Brasília,2020-01-05
985,Cliente_985,1978-03-20,Rio de Janeiro,2018-03-06
986,Cliente_986,2002-08-31,Brasília,2019-08-14
987,Cliente_987,1985-09-25,Belo Horizonte,2018-11-12
988,Cliente_988,1964-07-29,Rio de Janeiro,2024-04-28
989,Cliente_989,2000-11-03,Fortaleza,2022-05-13
990,Cliente_990,1998-07-01,Curitiba,2021-09-20
991,Cliente_991,1962-07-22,Salvador,2018-11-18
992,Cliente_992,1981-01-11,São Paulo,2018-08-08
993,Cliente_993,1989-03-19,Brasília,2020-08-08
994,Cliente_994,1956-10-26,Salvador,2021-10-27
995,Cliente_995,2003-06-08,Brasília,2022-06-13
996,Cliente_996,1979-04-13,Fortaleza,2018-05-02
997,Cliente_997,1974-07-10,Curitiba,2023-01-20
998,Cliente_998,1970-06-20,Salvador,2021-12-28
999,Cliente_999,1983-09-06,Rio de Janeiro,2022-11-04
1000,Cliente_1000,2002-07-24,São Paulo,2022-04-06
1001,Cliente_1001,1976-07-01,Fortaleza,2020-10-06
1002,Cliente_1002,1956-08-05,Belo Horizonte,2018-12-03
1003,Cliente_1003,1963-11-02,Fortaleza,2022-04-06
1004,Cliente_1004,1963-11-04,Belo Horizonte,2022-05-15
1005,Cliente_1005,1982-05-12,São Paulo,2019-03-13
1006,Cliente_1006,1950-06-20,Curitiba,2021-06-16
1007,Cliente_1007,1982-04-16,São Paulo,2021-01-09
1008,Cliente_1008,1961-11-20,Rio de Janeiro,2018-12-24
1009,Cliente_1009,1988-08-31,Salvador,2023-01-13
1010,Cliente_1010,1999-10-08,Curitiba,2023-09-30
1011,Cliente_1011,1959-04-08,São Paulo,2018-04-18
1012,Cliente_1012,1981-10-02,São Paulo,2024-03-20
1013,Cliente_1013,2003-07-22,Brasília,2024-09-15
1014,Cliente_1014,1979-02-08,São Paulo,2022-04-27
1015,Cliente_1015,1976-03-08,Curitiba,2022-08-22
1016,Cliente_1016,1957-08-07,Rio de Janeiro,2024-04-10
1017,Cliente_1017,2001-04-24,Rio de Janeiro,2023-11-05
1018,Cliente_1018,1984-02-27,Rio de Janeiro,2019-11-26
1019,Cliente_1019,1974-02-15,Belo Horizonte,2021-05-18
1020,Cliente_1020,1994-03-29,São Paulo,2019-08-21
1021,Cliente_1021,1965-01-01,Belo Horizonte,2022-11-16
1022,Cliente_1022,1987-10-12,Curitiba,2021-05-12
1023,Cliente_1023,1956-11-25,Belo Horizonte,2022-01-19
1024,Cliente_1024,1972-02-15,Salvador,2023-07-24
1025,Cliente_1025,1967-07-18,São Paulo,2023-02-19
1026,Cliente_1026,1962-02-26,São Paulo,2021-06-01
1027,Cliente_1027,1985-07-02,Brasília,2021-09-22
1028,Cliente_1028,1984-01-31,Curitiba,2021-09-11
1029,Cliente_1029,1980-01-12,Brasília,2022-10-30
1030,Cliente_1030,2003-04-30,Belo Horizonte,2019-07-12
1031,Cliente_1031,1978-10-08,Fortaleza,2024-10-06
1032,Cliente_1032,1968-01-08,Belo Horizonte,2023-05-17
1033,Cliente_1033,1965-12-08,Belo Horizonte,2022-06-20
1034,Cliente_1034,1976-02-24,Salvador,2023-07-05
1035,Cliente_1035,1971-10-01,Curitiba,2021-08-27
1036,Cliente_1036,1975-02-23,Belo Horizonte,2022-05-29
1037,Cliente_1037,1960-03-20,Rio de Janeiro,2024-04-28
1038,Cliente_1038,2003-02-18,Rio de Janeiro,2024-02-13
1039,Cliente_1039,1999-05-09,Fortaleza,2018-04-21
1040,Cliente_1040,1991-06-01,Curitiba,2020-05-08
1041,Cliente_1041,1976-02-20,Brasília,2018-10-11
1042,Cliente_1042,1986-09-15,Rio de Janeiro,2023-08-08
1043,Cliente_1043,1977-03-03,Belo Horizonte,2020-09-18
1044,Cliente_1044,1963-10-30,Brasília,2022-09-30
1045,Cliente_1045,1983-10-28,Curitiba,2018-10-30
1046,Cliente_1046,2003-08-24,Salvador,2023-05-17
1047,Cliente_1047,1985-12-16,Salvador,2023-12-29
1048,Cliente_1048,1987-07-12,São Paulo,2024-02-05
1049,Cliente_1049,1982-04-04,Salvador,2024-01-09
1050,Cliente_1050,1957-08-16,Brasília,2019-03-24
1051,Cliente_1051,1972-04-09,Rio de Janeiro,2021-12-25
1052,Cliente_1052,1953-12-22,Fortaleza,2024-04-25
1053,Cliente_1053,1985-11-07,Brasília,2021-09-20
1054,Cliente_1054,1988-08-14,São Paulo,2019-03-10
1055,Cliente_1055,1958-11-06,Rio de Janeiro,2020-11-25
1056,Cliente_1056,1995-10-25,Salvador,2023-10-26
1057,Cliente_1057,2002-01-30,Rio de Janeiro,2024-06-14
1058,Cliente_1058,1989-12-29,Curitiba,2022-03-13
1059,Cliente_1059,1991-07-18,Fortaleza,2024-08-07
1060,Cliente_1060,1994-11-25,Belo Horizonte,2019-09-10
1061,Cliente_1061,1952-03-15,São Paulo,2023-06-01
1062,Cliente_1062,1976-07-03,São Paulo,2022-08-31
1063,Cliente_1063,1960-05-31,Belo Horizonte,2019-08-04
1064,Cliente_1064,1977-12-25,Curitiba,2021-11-06
1065,Cliente_1065,1968-07-23,Curitiba,2023-11-05
1066,Cliente_1066,1981-04-01,São Paulo,2023-05-05
1067,Cliente_1067,1989-04-23,Belo Horizonte,2023-01-28
1068,Cliente_1068,1956-01-11,São Paulo,2021-05-14
1069,Cliente_1069,1960-04-29,Brasília,2018-04-03
1070,Cliente_1070,1980-10-11,Fortaleza,2019-03-24
1071,Cliente_1071,1964-09-29,Salvador,2020-09-26
1072,Cliente_1072,1965-08-26,Rio de Janeiro,2024-03-10
1073,Cliente_1073,1979-09-11,Curitiba,2024-04-12
1074,Cliente_1074,1991-06-15,Brasília,2020-08-07
1075,Cliente_1075,1986-05-04,Rio de Janeiro,2020-01-26
1076,Cliente_1076,1988-10-08,São Paulo,2022-06-09
1077,Cliente_1077,1967-09-14,Salvador,2023-01-16
1078,Cliente_1078,1988-07-15,São Paulo,2022-05-12
1079,Cliente_1079,1969-04-09,Belo Horizonte,2020-04-22
1080,Cliente_1080,1955-08-13,São Paulo,2024-06-22
1081,Cliente_1081,1998-03-02,Belo Horizonte,2020-02-05
1082,Cliente_1082,1979-03-31,Curitiba,2020-03-18
1083,Cliente_1083,1960-03-23,Fortaleza,2020-12-10
1084,Cliente_1084,1993-11-30,Fortaleza,2023-12-02
1085,Cliente_1085,1978-02-12,Curitiba,2024-09-11
1086,Cliente_1086,1985-03-20,São Paulo,2024-08-01
1087,Cliente_1087,1981-03-19,Brasília,2021-12-12
1088,Cliente_1088,1991-01-29,Brasília,2019-12-08
1089,Cliente_1089,1976-09-07,São Paulo,2024-08-14
1090,Cliente_1090,1962-01-07,São Paulo,2021-07-06
1091,Cliente_1091,1971-05-28,São Paulo,2021-06-04
1092,Cliente_1092,1966-06-04,Fortaleza,2022-03-10
1093,Cliente_1093,1962-09-07,Curitiba,2023-09-24
1094,Cliente_1094,1987-07-10,Rio de Janeiro,2024-09-08
1095,Cliente_1095,2001-07-27,Curitiba,2022-04-21
1096,Cliente_1096,1966-08-31,Fortaleza,2023-06-17
1097,Cliente_1097,1998-03-18,Salvador,2019-12-11
1098,Cliente_1098,1964-12-20,Belo Horizonte,2023-06-29
1099,Cliente_1099,1962-08-03,Belo Horizonte,2020-02-06
1100,Cliente_1100,1990-06-18,Brasília,2018-08-08
1101,Cliente_1101,1982-03-18,Curitiba,2018-02-09
1102,Cliente_1102,1962-04-01,Brasília,2020-03-10
1103,Cliente_1103,1984-06-12,Salvador,2024-04-19
1104,Cliente_1104,1994-05-29,Fortaleza,2022-08-03
1105,Cliente_1105,1994-02-11,Fortaleza,2022-08-30
1106,Cliente_1106,1989-10-27,Rio de Janeiro,2023-06-25
1107,Cliente_1107,1957-06-01,São Paulo,2024-05-04
1108,Cliente_1108,1969-10-14,São Paulo,2021-04-11
1109,Cliente_1109,1974-08-29,Salvador,2020-07-09
1110,Cliente_1110,1975-11-25,Brasília,2019-11-20
1111,Cliente_1111,1991-01-11,Fortaleza,2024-05-05
1112,Cliente_1112,1994-06-09,Salvador,2024-03-01
1113,Cliente_1113,1960-02-27,São Paulo,2024-06-03
1114,Cliente_1114,1974-01-13,Brasília,2024-02-03
1115,Cliente_1115,1982-11-30,Brasília,2024-01-30
1116,Cliente_1116,1953-09-25,Salvador,2022-12-13
1117,Cliente_1117,1969-08-10,São Paulo,2022-10-08
1118,Cliente_1118,1972-03-17,Brasília,2021-05-04
1119,Cliente_1119,1952-11-22,Belo Horizonte,2023-01-17
1120,Cliente_1120,1981-04-10,Curitiba,2018-12-23
1121,Cliente_1121,1960-07-13,Rio de Janeiro,2020-08-28
1122,Cliente_1122,2002-09-30,Brasília,2021-12-07
1123,Cliente_1123,2004-10-01,Rio de Janeiro,2022-10-20
1124,Cliente_1124,1962-06-29,Brasília,2020-04-26
1125,Cliente_1125,1968-07-26,Salvador,2018-09-01
1126,Cliente_1126,1981-06-22,Belo Horizonte,2023-12-21
1127,Cliente_1127,2003-07-19,Rio de Janeiro,2024-01-16
1128,Cliente_1128,1979-01-14,Belo Horizonte,2021-04-13
1129,Cliente_1129,2001-05-20,Brasília,2020-12-31
1130,Cliente_1130,1996-02-25,Rio de Janeiro,2019-01-26
1131,Cliente_1131,1986-12-05,Belo Horizonte,2018-08-31
1132,Cliente_1132,1961-05-20,Rio de Janeiro,2019-06-28
1133,Cliente_1133,1963-02-14,Brasília,2021-08-12
1134,Cliente_1134,1972-03-17,Curitiba,2022-05-28
1135,Cliente_1135,1962-10-03,Fortaleza,2024-06-23
1136,Cliente_1136,1974-02-09,Curitiba,2022-08-24
1137,Cliente_1137,1990-07-20,Fortaleza,2018-11-06
1138,Cliente_1138,1958-05-09,Salvador,2022-07-09
1139,Cliente_1139,1974-12-17,Curitiba,2022-02-20
1140,Cliente_1140,1993-10-14,Salvador,2021-09-02
1141,Cliente_1141,1950-03-23,Fortaleza,2019-01-17
1142,Cliente_1142,1991-02-17,Brasília,2022-01-07
1143,Cliente_1143,1955-09-07,Curitiba,2023-12-30
1144,Cliente_1144,1969-07-17,Brasília,2022-10-26
1145,Cliente_1145,1969-01-02,Belo Horizonte,2023-07-20
1146,Cliente_1146,1978-12-19,Belo Horizonte,2021-03-07
1147,Cliente_1147,1999-02-07,Rio de Janeiro,2024-06-25
1148,Cliente_1148,2000-10-16,Brasília,2023-06-11
1149,Cliente_1149,1980-11-02,São Paulo,2018-07-18
1150,Cliente_1150,1958-12-07,São Paulo,2023-02-26
1151,Cliente_1151,1961-02-23,Curitiba,2019-10-10
1152,Cliente_1152,1990-12-16,Curitiba,2018-01-03
1153,Cliente_1153,1968-02-25,Fortaleza,2019-06-25
1154,Cliente_1154,1977-01-30,Brasília,2019-10-14
1155,Cliente_1155,1974-08-02,Fortaleza,2019-01-18
1156,Cliente_1156,1982-05-03,São Paulo,2020-10-22
1157,Cliente_1157,1983-05-12,São Paulo,2019-11-09
1158,Cliente_1158,1985-07-23,Fortaleza,2021-06-05
1159,Cliente_1159,1971-01-03,Fortaleza,2022-10-25
1160,Cliente_1160,1958-03-08,São Paulo,2019-01-25
1161,Cliente_1161,1969-02-23,São Paulo,2023-05-08
1162,Cliente_1162,1961-11-27,Rio de Janeiro,2024-08-28
1163,Cliente_1163,1996-08-08,São Paulo,2022-12-28
1164,Cliente_1164,1950-09-22,Brasília,2021-11-08
1165,Cliente_1165,1960-10-26,Fortaleza,2022-09-26
1166,Cliente_1166,1961-11-10,São Paulo,2023-05-11
1167,Cliente_1167,1970-07-17,São Paulo,2022-04-19
1168,Cliente_1168,1959-03-11,Belo Horizonte,2019-02-27
1169,Cliente_1169,1982-12-23,Rio de Janeiro,2021-05-10
1170,Cliente_1170,1984-05-03,Fortaleza,2019-06-30
1171,Cliente_1171,1962-10-26,Salvador,2018-10-08
1172,Cliente_1172,2000-07-14,Salvador,2018-02-04
1173,Cliente_1173,1964-09-21,Belo Horizonte,2022-12-08
1174,Cliente_1174,1969-02-11,Curitiba,2019-09-13
1175,Cliente_1175,1989-09-09,São Paulo,2020-06-08
1176,Cliente_1176,1959-01-06,Brasília,2019-07-28
1177,Cliente_1177,1961-01-18,Fortaleza,2024-08-11
1178,Cliente_1178,1984-06-14,Curitiba,2021-12-10
1179,Cliente_1179,1978-03-20,Rio de Janeiro,2019-07-27
1180,Cliente_1180,1974-11-06,Rio de Janeiro,2018-12-12
1181,Cliente_1181,1999-08-25,Salvador,2024-09-27
1182,Cliente_1182,2004-07-05,Brasília,2021-03-13
1183,Cliente_1183,1952-05-28,Rio de Janeiro,2021-05-20
1184,Cliente_1184,1996-06-13,Salvador,2024-10-21
1185,Cliente_1185,1966-12-04,Belo Horizonte,2022-05-24
1186,Cliente_1186,1954-11-24,Curitiba,2020-09-07
1187,Cliente_1187,1984-08-14,Rio de Janeiro,2019-04-07
1188,Cliente_1188,1994-10-27,São Paulo,2024-08-29
1189,Cliente_1189,1997-05-24,Belo Horizonte,2018-02-19
1190,Cliente_1190,1978-05-24,Curitiba,2019-06-25
1191,Cliente_1191,2000-12-28,Belo Horizonte,2022-09-20
1192,Cliente_1192,1999-01-07,Brasília,2019-12-09
1193,Cliente_1193,1992-04-04,São Paulo,2018-10-26
1194,Cliente_1194,2002-09-11,São Paulo,2018-10-04
1195,Cliente_1195,1973-07-10,São Paulo,2020-06-02
1196,Cliente_1196,1955-06-05,Salvador,2022-06-19
1197,Cliente_1197,1975-09-14,Brasília,2023-08-15
1198,Cliente_1198,1987-04-09,Fortaleza,2022-10-01
1199,Cliente_1199,1986-02-02,Fortaleza,2018-12-04
1200,Cliente_1200,1998-02-20,Salvador,2024-01-12
1201,Cliente_1201,1963-09-13,São Paulo,2021-02-10
1202,Cliente_1202,1977-10-21,Salvador,2018-11-20
1203,Cliente_1203,1968-03-25,Salvador,2019-09-29
1204,Cliente_1204,1979-04-25,Salvador,2022-05-20
1205,Cliente_1205,1955-12-07,Fortaleza,2021-06-24
1206,Cliente_1206,1989-04-01,São Paulo,2020-09-04
1207,Cliente_1207,1971-12-08,Curitiba,2018-12-20
1208,Cliente_1208,1960-05-28,Salvador,2023-02-01
1209,Cliente_1209,2004-08-15,Belo Horizonte,2018-08-14
1210,Cliente_1210,1965-10-04,São Paulo,2019-05-05
1211,Cliente_1211,1962-04-24,Rio de Janeiro,2018-02-16
1212,Cliente_1212,1994-07-15,Salvador,2021-11-21
1213,Cliente_1213,1996-05-27,Rio de Janeiro,2020-11-27
1214,Cliente_1214,1983-05-13,Fortaleza,2019-06-04
1215,Cliente_1215,1974-02-10,Brasília,2019-04-29
1216,Cliente_1216,1952-08-19,Brasília,2021-10-04
1217,Cliente_1217,1988-07-08,Salvador,2021-01-19
1218,Cliente_1218,1955-09-24,Fortaleza,2020-12-13
1219,Cliente_1219,2001-09-25,Curitiba,2018-11-12
1220,Cliente_1220,1990-11-02,Belo Horizonte,2023-09-24
1221,Cliente_1221,1954-12-22,Brasília,2023-08-09
1222,Cliente_1222,2000-11-09,Belo Horizonte,2019-11-15
1223,Cliente_1223,1964-02-11,Brasília,2020-11-10
1224,Cliente_1224,1959-03-26,Fortaleza,2024-06-08
1225,Cliente_1225,1960-05-07,Fortaleza,2020-07-24
1226,Cliente_1226,1995-08-26,São Paulo,2018-01-11
1227,Cliente_1227,1951-02-07,São Paulo,2020-09-28
1228,Cliente_1228,1992-04-28,Curitiba,2022-01-30
1229,Cliente_1229,1963-06-19,Brasília,2020-01-04
1230,Cliente_1230,1953-03-04,Brasília,2024-03-14
1231,Cliente_1231,1987-08-16,Belo Horizonte,2020-07-08
1232,Cliente_1232,1972-04-10,Fortaleza,2022-09-01
1233,Cliente_1233,1978-09-14,Brasília,2021-01-16
1234,Cliente_1234,1956-12-27,Belo Horizonte,2024-05-30
1235,Cliente_1235,1960-09-17,Fortaleza,2023-08-19
1236,Cliente_1236,1954-09-22,Rio de Janeiro,2020-01-05
1237,Cliente_1237,1996-04-09,Curitiba,2018-07-08
1238,Cliente_1238,1956-03-08,Brasília,2023-03-21
1239,Cliente_1239,1975-04-30,Belo Horizonte,2021-06-26
1240,Cliente_1240,1957-10-01,Curitiba,2024-03-15
1241,Cliente_1241,1950-09-19,Rio de Janeiro,2022-02-20
1242,Cliente_1242,1976-02-28,Brasília,2024-04-28
1243,Cliente_1243,1977-04-07,Curitiba,2020-09-20
1244,Cliente_1244,1983-01-15,Curitiba,2024-08-20
1245,Cliente_1245,1967-07-14,Brasília,2024-02-17
1246,Cliente_1246,1971-12-29,São Paulo,2019-09-09
1247,Cliente_1247,1986-10-15,Rio de Janeiro,2018-04-08
1248,Cliente_1248,1998-08-02,Fortaleza,2021-11-19
1249,Cliente_1249,1950-11-11,São Paulo,2021-10-04
1250,Cliente_1250,1983-10-04,São Paulo,2021-06-13
1251,Cliente_1251,1968-05-29,Rio de Janeiro,2023-12-11
1252,Cliente_1252,1987-08-31,São Paulo,2023-07-09
1253,Cliente_1253,1962-10-10,São Paulo,2021-02-20
1254,Cliente_1254,1953-12-09,Brasília,2020-08-06
1255,Cliente_1255,1996-08-18,Fortaleza,2022-08-19
1256,Cliente_1256,1983-06-02,Fortaleza,2023-02-21
1257,Cliente_1257,1957-08-14,São Paulo,2024-07-06
1258,Cliente_1258,1995-05-06,Fortaleza,2019-07-01
1259,Cliente_1259,1985-05-19,Salvador,2018-11-03
1260,Cliente_1260,2000-12-10,Curitiba,2018-09-13
1261,Cliente_1261,1961-09-23,Belo Horizonte,2020-08-27
1262,Cliente_1262,1973-06-01,Brasília,2021-07-14
1263,Cliente_1263,1985-04-03,Belo Horizonte,2021-08-29
1264,Cliente_1264,1990-08-14,Rio de Janeiro,2021-01-18
1265,Cliente_1265,1956-09-13,Rio de Janeiro,2020-04-10
1266,Cliente_1266,2002-06-16,Rio de Janeiro,2019-03-23
1267,Cliente_1267,1959-06-25,Curitiba,2019-11-05
1268,Cliente_1268,1991-10-24,Curitiba,2021-07-10
1269,Cliente_1269,1960-10-31,Belo Horizonte,2024-01-05
1270,Cliente_1270,1968-08-17,Belo Horizonte,2023-01-26
1271,Cliente_1271,1991-07-27,Brasília,2020-12-21
1272,Cliente_1272,1960-10-04,Rio de Janeiro,2019-01-06
1273,Cliente_1273,1977-04-17,São Paulo,2024-10-07
1274,Cliente_1274,1969-04-16,Rio de Janeiro,2021-09-04
1275,Cliente_1275,1958-03-08,Belo Horizonte,2020-10-13
1276,Cliente_1276,1985-07-20,São Paulo,2023-10-05
1277,Cliente_1277,1976-10-23,Brasília,2020-12-01
1278,Cliente_1278,1965-08-07,Curitiba,2018-05-08
1279,Cliente_1279,1990-07-27,Fortaleza,2024-03-27
1280,Cliente_1280,1999-05-10,São Paulo,2020-10-20
1281,Cliente_1281,1991-06-15,Brasília,2019-02-22
1282,Cliente_1282,1962-07-17,São Paulo,2019-05-13
1283,Cliente_1283,1955-07-14,Rio de Janeiro,2020-06-29
1284,Cliente_1284,1967-10-11,Belo Horizonte,2022-06-29
1285,Cliente_1285,1957-07-16,Salvador,2024-07-13
1286,Cliente_1286,1973-03-22,São Paulo,2018-11-04
1287,Cliente_1287,1955-10-14,Fortaleza,2020-03-20
1288,Cliente_1288,1989-10-13,São Paulo,2019-06-12
1289,Cliente_1289,1979-09-30,São Paulo,2019-05-17
1290,Cliente_1290,1991-05-11,Rio de Janeiro,2018-07-27
1291,Cliente_1291,2001-06-27,Brasília,2022-11-10
1292,Cliente_1292,1985-06-09,São Paulo,2023-07-26
1293,Cliente_1293,1984-05-03,Rio de Janeiro,2022-10-14
1294,Cliente_1294,1981-10-03,Rio de Janeiro,2020-05-29
1295,Cliente_1295,1974-09-02,Curitiba,2021-02-20
1296,Cliente_1296,1963-05-03,Salvador,2018-05-22
1297,Cliente_1297,1972-01-19,Curitiba,2021-04-23
1298,Cliente_1298,1986-12-18,Curitiba,2024-03-05
1299,Cliente_1299,1955-06-22,Belo Horizonte,2018-12-26
1300,Cliente_1300,1984-05-12,Curitiba,2019-07-17
1301,Cliente_1301,1967-11-23,Rio de Janeiro,2023-11-24
1302,Cliente_1302,1998-10-10,Curitiba,2018-03-21
1303,Cliente_1303,1982-03-21,Salvador,2023-05-19
1304,Cliente_1304,1993-06-25,Salvador,2021-11-10
1305,Cliente_1305,1995-01-27,Curitiba,2021-08-10
1306,Cliente_1306,1974-04-06,São Paulo,2020-01-07
1307,Cliente_1307,1978-08-10,Rio de Janeiro,2024-09-11
1308,Cliente_1308,1952-08-18,São Paulo,2021-02-24
1309,Cliente_1309,1992-04-26,Belo Horizonte,2023-12-09
1310,Cliente_1310,2002-05-24,Rio de Janeiro,2020-08-11
1311,Cliente_1311,1958-12-26,Fortaleza,2020-10-12
1312,Cliente_1312,1971-08-21,Salvador,2020-12-27
1313,Cliente_1313,1955-01-07,Salvador,2020-06-17
1314,Cliente_1314,1984-11-05,Brasília,2021-12-24
1315,Cliente_1315,1965-08-02,Rio de Janeiro,2019-12-23
1316,Cliente_1316,2003-02-27,Brasília,2021-07-26
1317,Cliente_1317,1982-03-10,São Paulo,2024-08-20
1318,Cliente_1318,1981-07-20,Salvador,2024-05-14
1319,Cliente_1319,1962-10-01,Rio de Janeiro,2024-04-25
1320,Cliente_1320,1994-02-28,Belo Horizonte,2024-01-30
1321,Cliente_1321,1965-10-01,São Paulo,2023-07-02
1322,Cliente_1322,1958-02-05,Rio de Janeiro,2018-08-19
1323,Cliente_1323,2003-12-24,São Paulo,2020-06-15
1324,Cliente_1324,1997-03-25,São Paulo,2023-05-12
1325,Cliente_1325,1979-10-06,Brasília,2020-04-05
1326,Cliente_1326,1961-09-15,Fortaleza,2021-10-27
1327,Cliente_1327,1965-12-03,São Paulo,2021-08-18
1328,Cliente_1328,1951-12-20,Salvador,2019-08-29
1329,Cliente_1329,1962-09-16,Brasília,2019-03-31
1330,Cliente_1330,1997-03-20,São Paulo,2022-02-03
1331,Cliente_1331,1983-07-08,Salvador,2022-06-09
1332,Cliente_1332,1959-01-24,Belo Horizonte,2021-10-10
1333,Cliente_1333,1978-12-11,Rio de Janeiro,2019-07-13
1334,Cliente_1334,1989-03-12,Fortaleza,2023-06-19
1335,Cliente_1335,1978-06-19,Fortaleza,2019-12-15
1336,Cliente_1336,2000-06-01,Rio de Janeiro,2022-01-01
1337,Cliente_1337,2002-11-02,Curitiba,2019-12-20
1338,Cliente_1338,1977-07-11,Rio de Janeiro,2021-04-21
1339,Cliente_1339,1965-12-11,Fortaleza,2018-01-08
1340,Cliente_1340,2001-05-23,Brasília,2022-05-23
1341,Cliente_1341,2000-11-29,Rio de Janeiro,2018-05-13
1342,Cliente_1342,2004-01-17,Brasília,2021-07-27
1343,Cliente_1343,1969-10-26,São Paulo,2024-05-05
1344,Cliente_1344,1994-07-07,Belo Horizonte,2019-07-31
1345,Cliente_1345,1956-12-24,Belo Horizonte,2020-09-01
1346,Cliente_1346,1978-08-31,Fortaleza,2019-11-19
1347,Cliente_1347,1957-12-17,Curitiba,2021-10-07
1348,Cliente_1348,1951-01-09,Rio de Janeiro,2020-12-22
1349,Cliente_1349,1972-05-21,Belo Horizonte,2018-10-05
1350,Cliente_1350,1973-01-10,Fortaleza,2019-03-19
1351,Cliente_1351,1950-02-11,Curitiba,2018-07-17
1352,Cliente_1352,1989-04-25,Rio de Janeiro,2022-09-15
1353,Cliente_1353,1987-02-22,Curitiba,2023-07-13
1354,Cliente_1354,1981-07-06,Curitiba,2024-02-15
1355,Cliente_1355,1959-02-06,Brasília,2023-05-18
1356,Cliente_1356,2001-11-10,Rio de Janeiro,2020-07-12
1357,Cliente_1357,1990-06-27,Brasília,2018-10-29
1358,Cliente_1358,1952-12-30,São Paulo,2021-04-22
1359,Cliente_1359,1978-08-05,São Paulo,2020-12-05
1360,Cliente_1360,1956-08-28,Rio de Janeiro,2021-11-01
1361,Cliente_1361,1983-09-08,Fortaleza,2019-10-22
1362,Cliente_1362,1956-09-23,São Paulo,2024-02-19
1363,Cliente_1363,1980-04-26,Salvador,2024-08-30
1364,Cliente_1364,1993-04-23,Curitiba,2018-05-07
1365,Cliente_1365,1964-10-20,Curitiba,2024-10-23
1366,Cliente_1366,1964-02-04,São Paulo,2018-08-08
1367,Cliente_1367,1979-09-15,Rio de Janeiro,2020-04-21
1368,Cliente_1368,1986-09-20,Fortaleza,2024-03-19
1369,Cliente_1369,1998-06-16,Fortaleza,2020-12-22
1370,Cliente_1370,1975-04-04,Rio de Janeiro,2021-05-03
1371,Cliente_1371,1958-08-09,Curitiba,2018-07-23
1372,Cliente_1372,2001-04-18,Brasília,2024-03-01
1373,Cliente_1373,1994-01-17,São Paulo,2019-09-22
1374,Cliente_1374,1982-05-16,Curitiba,2018-01-16
1375,Cliente_1375,1957-11-11,Brasília,2021-04-21
1376,Cliente_1376,2003-11-06,Rio de Janeiro,2023-05-22
1377,Cliente_1377,1958-09-14,Rio de Janeiro,2018-04-16
1378,Cliente_1378,1965-04-29,São Paulo,2021-04-10
1379,Cliente_1379,1992-06-26,Belo Horizonte,2019-04-19
1380,Cliente_1380,1985-08-29,Curitiba,2023-04-13
1381,Cliente_1381,1973-10-10,Fortaleza,2019-01-09
1382,Cliente_1382,1998-10-25,Rio de Janeiro,2022-05-07
1383,Cliente_1383,1983-04-15,Belo Horizonte,2022-04-12
1384,Cliente_1384,1966-09-27,São Paulo,2022-12-31
1385,Cliente_1385,1973-08-15,Curitiba,2022-12-07
1386,Cliente_1386,1973-08-19,Brasília,2020-07-15
1387,Cliente_1387,1974-02-04,São Paulo,2024-04-30
1388,Cliente_1388,1963-07-24,São Paulo,2019-02-01
1389,Cliente_1389,1980-11-04,Curitiba,2024-01-27
1390,Cliente_1390,2002-11-28,Salvador,2020-07-20
1391,Cliente_1391,1955-06-22,Brasília,2022-05-05
1392,Cliente_1392,1996-11-18,Salvador,2022-09-11
1393,Cliente_1393,1992-08-07,Rio de Janeiro,2024-06-03
1394,Cliente_1394,1992-09-23,São Paulo,2021-05-09
1395,Cliente_1395,1985-06-02,Salvador,2018-05-23
1396,Cliente_1396,2001-03-31,Brasília,2023-10-18
1397,Cliente_1397,2001-04-09,São Paulo,2019-08-27
1398,Cliente_1398,1990-04-15,Rio de Janeiro,2019-12-10
1399,Cliente_1399,1969-01-04,Rio de Janeiro,2020-02-29
1400,Cliente_1400,1953-10-30,São Paulo,2022-10-01
1401,Cliente_1401,1989-01-22,Brasília,2020-04-07
1402,Cliente_1402,1963-04-08,Belo Horizonte,2024-09-03
1403,Cliente_1403,1978-09-08,São Paulo,2018-10-02
1404,Cliente_1404,1984-10-26,Curitiba,2024-03-28
1405,Cliente_1405,1999-07-12,Brasília,2021-08-28
1406,Cliente_1406,1974-10-12,Curitiba,2023-10-30
1407,Cliente_1407,1951-02-10,Salvador,2024-08-03
1408,Cliente_1408,1987-08-24,Curitiba,2019-04-06
1409,Cliente_1409,1963-06-05,Salvador,2019-08-31
1410,Cliente_1410,2002-09-30,Brasília,2024-07-14
1411,Cliente_1411,1958-12-28,Salvador,2019-03-09
